disease,miRNA,disease_idx,miRNA_idx,label
Chronic Hepatitis B,hsa-mir-10a,28,35,1
Congenital Diaphragmatic Hernia,hsa-mir-10a,451,35,1
Congenital Heart Diseases,hsa-mir-10a,380,35,1
Endometriosis,hsa-mir-10a,38,35,1
Ependymoma,hsa-mir-10a,335,35,1
Gastric Neoplasms,hsa-mir-10a,42,35,1
Glioblastoma,hsa-mir-10a,43,35,1
Glioma,hsa-mir-10a,44,35,1
Hypertrophic Scar,hsa-mir-10a,436,35,1
Inflammatory Bowel Diseases,hsa-mir-10a,466,35,1
Laryngeal Neoplasms,hsa-mir-10a,456,35,1
Leukemia,hsa-mir-10a,55,35,1
"Leukemia, Myeloid, Acute",hsa-mir-10a,60,35,1
"Leukemia, Myeloid, Chronic-Phase",hsa-mir-10a,63,35,1
Lung Neoplasms,hsa-mir-10a,69,35,1
Lupus Nephritis,hsa-mir-10a,232,35,1
"Lymphoma, Burkitt",hsa-mir-10a,233,35,1
"Lymphoma, Large B-Cell, Diffuse",hsa-mir-10a,234,35,1
Medulloblastoma,hsa-mir-10a,314,35,1
Myeloproliferative Neoplasms,hsa-mir-10a,250,35,1
Neoplasms,hsa-mir-10a,85,35,1
Neuroblastoma,hsa-mir-10a,363,35,1
Ovarian Disease,hsa-mir-10a,603,35,1
Pancreatic Neoplasms,hsa-mir-10a,89,35,1
Parkinson Disease,hsa-mir-10a,90,35,1
Prostate Neoplasms,hsa-mir-10a,99,35,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-10a,109,35,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-10a,273,35,1
Urinary Bladder Cancer,hsa-mir-10a,114,35,1
Urinary System Cancer,hsa-mir-10a,775,35,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-141,122,197,1
"Adenocarcinoma, Prostate",hsa-mir-141,475,197,1
"Adenocarcinoma, Sebaceous",hsa-mir-141,780,197,1
Amyotrophic Lateral Sclerosis,hsa-mir-141,126,197,1
Aortic Stenosis,hsa-mir-141,7,197,1
Azoospermia,hsa-mir-141,490,197,1
Barrett Esophagus,hsa-mir-141,491,197,1
Biliary Tract Neoplasms,hsa-mir-141,134,197,1
Bladder Neoplasms,hsa-mir-141,14,197,1
Bone Disease,hsa-mir-141,498,197,1
Breast Neoplasms,hsa-mir-141,15,197,1
Bronchopulmonary Dysplasia,hsa-mir-141,136,197,1
"Carcinoma, Breast",hsa-mir-141,139,197,1
"Carcinoma, Cervical",hsa-mir-141,141,197,1
"Carcinoma, Colon",hsa-mir-141,142,197,1
"Carcinoma, Ehrlich Tumor",hsa-mir-141,826,197,1
"Carcinoma, Endometrial",hsa-mir-141,352,197,1
"Carcinoma, Endometrioid Endometrial",hsa-mir-141,353,197,1
"Carcinoma, Esophageal",hsa-mir-141,17,197,1
"Carcinoma, Gastric",hsa-mir-141,144,197,1
"Carcinoma, Gastrooesophageal",hsa-mir-141,504,197,1
"Carcinoma, Hepatocellular",hsa-mir-141,18,197,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-141,20,197,1
"Carcinoma, Nasopharyngeal",hsa-mir-141,148,197,1
"Carcinoma, Oral",hsa-mir-141,149,197,1
"Carcinoma, Ovarian",hsa-mir-141,150,197,1
"Carcinoma, Prostate",hsa-mir-141,153,197,1
"Carcinoma, Rectal",hsa-mir-141,154,197,1
"Carcinoma, Renal Cell",hsa-mir-141,21,197,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-mir-141,155,197,1
"Carcinoma, Thyroid, Papillary",hsa-mir-141,157,197,1
"Carcinoma, Urothelial, Upper Tract",hsa-mir-141,158,197,1
Cholangiocarcinoma,hsa-mir-141,26,197,1
Chondrosarcoma,hsa-mir-141,354,197,1
Choriocarcinoma,hsa-mir-141,27,197,1
Colon Neoplasms,hsa-mir-141,29,197,1
Colorectal Carcinoma,hsa-mir-141,30,197,1
Early-Stage Gastric Carcinoma,hsa-mir-141,180,197,1
Endocrine Gland Neoplasms,hsa-mir-141,759,197,1
Endometrial Neoplasms,hsa-mir-141,183,197,1
Endometriosis,hsa-mir-141,38,197,1
Esophageal Neoplasms,hsa-mir-141,186,197,1
Gastric Cardia Adenocarcinoma,hsa-mir-141,465,197,1
Gastric Neoplasms,hsa-mir-141,42,197,1
Glioma,hsa-mir-141,44,197,1
Head And Neck Neoplasms,hsa-mir-141,198,197,1
Hepatitis B Virus Infection,hsa-mir-141,201,197,1
Hereditary Breast Carcinoma,hsa-mir-141,203,197,1
Hirschsprung Disease,hsa-mir-141,204,197,1
Idiopathic Asthenospermia,hsa-mir-141,209,197,1
Ischemic Heart Disease,hsa-mir-141,219,197,1
Kidney Neoplasms,hsa-mir-141,222,197,1
Learned Helplessness,hsa-mir-141,764,197,1
Liver Neoplasms,hsa-mir-141,229,197,1
Lung Neoplasms,hsa-mir-141,69,197,1
Malignant Neoplasms,hsa-mir-141,341,197,1
Melanoma,hsa-mir-141,76,197,1
Multiple Sclerosis,hsa-mir-141,80,197,1
Neoplasms,hsa-mir-141,85,197,1
Nephrosclerosis,hsa-mir-141,837,197,1
Neuroblastoma,hsa-mir-141,363,197,1
Osteosarcoma,hsa-mir-141,259,197,1
Ovarian Neoplasms,hsa-mir-141,88,197,1
Pancreatic Neoplasms,hsa-mir-141,89,197,1
Pituitary Adenoma,hsa-mir-141,616,197,1
Prostate Neoplasms,hsa-mir-141,99,197,1
Pterygium,hsa-mir-141,418,197,1
Sarcoma,hsa-mir-141,365,197,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-141,273,197,1
"Squamous Cell Carcinoma, Lung",hsa-mir-141,275,197,1
Systemic Lupus Erythematosus,hsa-mir-141,112,197,1
Thyroid Neoplasms,hsa-mir-141,113,197,1
Urinary Bladder Cancer,hsa-mir-141,114,197,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-153,122,222,1
Alzheimer Disease,hsa-mir-153,5,222,1
Breast Neoplasms,hsa-mir-153,15,222,1
"Carcinoma, Hepatocellular",hsa-mir-153,18,222,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-153,20,222,1
Colorectal Carcinoma,hsa-mir-153,30,222,1
Fetal Alcohol Spectrum Disorder,hsa-mir-153,551,222,1
Glioblastoma,hsa-mir-153,43,222,1
Glioma,hsa-mir-153,44,222,1
Lung Fibrosis,hsa-mir-153,68,222,1
Lung Neoplasms,hsa-mir-153,69,222,1
Neuroblastoma,hsa-mir-153,363,222,1
Osteosarcoma,hsa-mir-153,259,222,1
Ovarian Neoplasms,hsa-mir-153,88,222,1
Pancreatic Neoplasms,hsa-mir-153,89,222,1
Parkinson Disease,hsa-mir-153,90,222,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-184,122,251,1
Age-Related Macular Degeneration,hsa-mir-184,124,251,1
Autism Spectrum Disorder,hsa-mir-184,12,251,1
Breast Neoplasms,hsa-mir-184,15,251,1
"Carcinoma, Breast",hsa-mir-184,139,251,1
"Carcinoma, Hepatocellular",hsa-mir-184,18,251,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-184,20,251,1
"Carcinoma, Nasopharyngeal",hsa-mir-184,148,251,1
"Carcinoma, Renal Cell",hsa-mir-184,21,251,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-mir-184,155,251,1
"Cardiomyopathy, Hypertrophic",hsa-mir-184,22,251,1
Cataract,hsa-mir-184,378,251,1
Cornea Squamous Cell Carcinoma,hsa-mir-184,528,251,1
Dengue Virus Infection,hsa-mir-184,33,251,1
Epilepsy,hsa-mir-184,185,251,1
Gastric Neoplasms,hsa-mir-184,42,251,1
Glaucoma,hsa-mir-184,196,251,1
Glioblastoma,hsa-mir-184,43,251,1
Glioma,hsa-mir-184,44,251,1
Heart Diseases,hsa-mir-184,358,251,1
Hepatoblastoma,hsa-mir-184,202,251,1
Lung Neoplasms,hsa-mir-184,69,251,1
Lupus Vulgaris,hsa-mir-184,70,251,1
Lymphoma,hsa-mir-184,71,251,1
Neoplasms,hsa-mir-184,85,251,1
Oral Neoplasms,hsa-mir-184,256,251,1
Ovarian Neoplasms,hsa-mir-184,88,251,1
Recurrent Spontaneous Abortion,hsa-mir-184,623,251,1
Retinal Neovascularization,hsa-mir-184,459,251,1
Sebaceous Carcinoma,hsa-mir-184,844,251,1
Squamous Cell Carcinoma,hsa-mir-184,369,251,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-184,109,251,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-184,273,251,1
"Squamous Cell Carcinoma, Oral",hsa-mir-184,276,251,1
Tongue Neoplasms,hsa-mir-184,324,251,1
Waldenstrom Macroglobulinemia,hsa-mir-184,329,251,1
White Spot Syndrome Virus Infection,hsa-mir-184,650,251,1
Wound Healing,hsa-mir-184,443,251,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-196,122,277,1
"Carcinoma, Hepatocellular",hsa-mir-196,18,277,1
Chronic Hepatitis C,hsa-mir-196,166,277,1
Ectopic Pregnancy,hsa-mir-196,37,277,1
Leukemia,hsa-mir-196,55,277,1
Neoplasms,hsa-mir-196,85,277,1
Pancreatic Neoplasms,hsa-mir-196,89,277,1
Tuberculosis,hsa-mir-196,281,277,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-211,122,317,1
Aortic Stenosis,hsa-mir-211,7,317,1
"Carcinoma, Breast, Triple Negative",hsa-mir-211,140,317,1
"Carcinoma, Cervical",hsa-mir-211,141,317,1
"Carcinoma, Colon",hsa-mir-211,142,317,1
"Carcinoma, Hepatocellular",hsa-mir-211,18,317,1
"Carcinoma, Oral",hsa-mir-211,149,317,1
"Carcinoma, Ovarian",hsa-mir-211,150,317,1
Chromosome 15q13.3 Microdeletion Syndrome,hsa-mir-211,520,317,1
Chronic Kidney Disease,hsa-mir-211,167,317,1
Colorectal Carcinoma,hsa-mir-211,30,317,1
Cone Dystrophy,hsa-mir-211,526,317,1
Eosinophilic Esophagitis,hsa-mir-211,39,317,1
Glioma,hsa-mir-211,44,317,1
Head And Neck Neoplasms,hsa-mir-211,198,317,1
Heart Failure,hsa-mir-211,47,317,1
Kidney Injury,hsa-mir-211,221,317,1
Medulloepithelioma,hsa-mir-211,797,317,1
Melanoma,hsa-mir-211,76,317,1
Neoplasms,hsa-mir-211,85,317,1
Pancreatic Neoplasms,hsa-mir-211,89,317,1
Pterygium,hsa-mir-211,418,317,1
"Shock, Septic",hsa-mir-211,812,317,1
"Squamous Cell Carcinoma, Oral",hsa-mir-211,276,317,1
Thyroid Neoplasms,hsa-mir-211,113,317,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-212,122,320,1
Alcoholic Hepatitis,hsa-mir-212,476,320,1
Alzheimer Disease,hsa-mir-212,5,320,1
Autism Spectrum Disorder,hsa-mir-212,12,320,1
Autistic Disorder,hsa-mir-212,13,320,1
Bladder Outlet Obstruction,hsa-mir-212,495,320,1
Breast Neoplasms,hsa-mir-212,15,320,1
"Carcinoma, Adrenocortical",hsa-mir-212,16,320,1
"Carcinoma, Breast",hsa-mir-212,139,320,1
"Carcinoma, Cervical",hsa-mir-212,141,320,1
"Carcinoma, Esophageal",hsa-mir-212,17,320,1
"Carcinoma, Hepatocellular",hsa-mir-212,18,320,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-212,20,320,1
"Carcinoma, Prostate",hsa-mir-212,153,320,1
Cocaine Abuse,hsa-mir-212,523,320,1
Dementia,hsa-mir-212,174,320,1
"Diabetes Mellitus, Type 2",hsa-mir-212,36,320,1
Eosinophilic Esophagitis,hsa-mir-212,39,320,1
Gastric Neoplasms,hsa-mir-212,42,320,1
Gastrointestinal Neoplasms,hsa-mir-212,193,320,1
Glioblastoma,hsa-mir-212,43,320,1
Habitual Abortion,hsa-mir-212,387,320,1
Heart Failure,hsa-mir-212,47,320,1
Hypertension,hsa-mir-212,51,320,1
Inflammation,hsa-mir-212,211,320,1
Ischemic Diseases,hsa-mir-212,310,320,1
"Leukemia, Lymphocytic, Chronic, B-Cell",hsa-mir-212,59,320,1
"Leukemia, Myeloid, Chronic",hsa-mir-212,62,320,1
Liver Diseases,hsa-mir-212,227,320,1
Lofgren Syndrome,hsa-mir-212,230,320,1
Lung Fibrosis,hsa-mir-212,68,320,1
Lung Neoplasms,hsa-mir-212,69,320,1
"Lymphoma, Hodgkin",hsa-mir-212,73,320,1
Neuroblastoma,hsa-mir-212,363,320,1
Osteosarcoma,hsa-mir-212,259,320,1
Ovarian Neoplasms,hsa-mir-212,88,320,1
Pancreatic Neoplasms,hsa-mir-212,89,320,1
Post-Traumatic Stress Disorder,hsa-mir-212,715,320,1
Prostate Neoplasms,hsa-mir-212,99,320,1
Psychotic Disorders,hsa-mir-212,622,320,1
Schizophrenia,hsa-mir-212,103,320,1
"Squamous Cell Carcinoma, Oral",hsa-mir-212,276,320,1
Urinary Bladder Cancer,hsa-mir-212,114,320,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-301a,122,376,1
Alzheimer Disease,hsa-mir-301a,5,376,1
Aortic Stenosis,hsa-mir-301a,7,376,1
Autoimmune Diseases,hsa-mir-301a,290,376,1
Breast Neoplasms,hsa-mir-301a,15,376,1
"Carcinoma, Adrenocortical",hsa-mir-301a,16,376,1
"Carcinoma, Colon",hsa-mir-301a,142,376,1
"Carcinoma, Hepatocellular",hsa-mir-301a,18,376,1
"Carcinoma, Ovarian",hsa-mir-301a,150,376,1
Chronic Alcohol-Induced Alveolar Macrophage Dysfunction,hsa-mir-301a,828,376,1
Colorectal Carcinoma,hsa-mir-301a,30,376,1
Crohn Disease,hsa-mir-301a,32,376,1
Demyelinating Diseases,hsa-mir-301a,673,376,1
Diabetes Mellitus,hsa-mir-301a,34,376,1
Epilepsy,hsa-mir-301a,185,376,1
Esophageal Neoplasms,hsa-mir-301a,186,376,1
Gastric Neoplasms,hsa-mir-301a,42,376,1
Lung Neoplasms,hsa-mir-301a,69,376,1
Melanoma,hsa-mir-301a,76,376,1
Multiple Myeloma,hsa-mir-301a,79,376,1
Osteosarcoma,hsa-mir-301a,259,376,1
Pancreatic Neoplasms,hsa-mir-301a,89,376,1
Parkinson Disease,hsa-mir-301a,90,376,1
Periodontitis,hsa-mir-301a,611,376,1
Preeclampsia,hsa-mir-301a,96,376,1
Prostate Neoplasms,hsa-mir-301a,99,376,1
Salivary Gland Neoplasms,hsa-mir-301a,629,376,1
Sickle Cell Disease,hsa-mir-301a,634,376,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-337,122,462,1
"Carcinoma, Cervical",hsa-mir-337,141,462,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-337,20,462,1
Colorectal Carcinoma,hsa-mir-337,30,462,1
Ectopic Pregnancy,hsa-mir-337,37,462,1
Gastric Neoplasms,hsa-mir-337,42,462,1
"Leukemia, Myeloid, Acute",hsa-mir-337,60,462,1
Neuroblastoma,hsa-mir-337,363,462,1
Neurodegenerative Diseases,hsa-mir-337,86,462,1
Salivary Gland Neoplasms,hsa-mir-337,629,462,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-337,109,462,1
Tuberculosis,hsa-mir-337,281,462,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-34c,122,474,1
Alzheimer Disease,hsa-mir-34c,5,474,1
Asthenozoospermia,hsa-mir-34c,655,474,1
Becker Muscular Dystrophy,hsa-mir-34c,492,474,1
Bone Disease,hsa-mir-34c,498,474,1
Breast Neoplasms,hsa-mir-34c,15,474,1
"Carcinoma, Bladder",hsa-mir-34c,138,474,1
"Carcinoma, Breast, Triple Negative",hsa-mir-34c,140,474,1
"Carcinoma, Colon",hsa-mir-34c,142,474,1
"Carcinoma, Endometrial",hsa-mir-34c,352,474,1
"Carcinoma, Esophageal",hsa-mir-34c,17,474,1
"Carcinoma, Gastric",hsa-mir-34c,144,474,1
"Carcinoma, Hepatocellular",hsa-mir-34c,18,474,1
"Carcinoma, Hepatocellular, HBV-Related",hsa-mir-34c,19,474,1
"Carcinoma, Laryngeal",hsa-mir-34c,432,474,1
"Carcinoma, Lung",hsa-mir-34c,146,474,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-34c,20,474,1
"Carcinoma, Lung, Small-Cell",hsa-mir-34c,147,474,1
"Carcinoma, Nasopharyngeal",hsa-mir-34c,148,474,1
"Carcinoma, Ovarian",hsa-mir-34c,150,474,1
"Carcinoma, Prostate",hsa-mir-34c,153,474,1
"Carcinoma, Renal Cell",hsa-mir-34c,21,474,1
"Carcinoma, Thyroid, Papillary",hsa-mir-34c,157,474,1
Cardiotoxicity,hsa-mir-34c,755,474,1
Chronic Obstructive Pulmonary Disease,hsa-mir-34c,168,474,1
Colorectal Carcinoma,hsa-mir-34c,30,474,1
Diabetic Nephropathy,hsa-mir-34c,176,474,1
Early-Stage Lung Adenocarcinoma,hsa-mir-34c,357,474,1
Endometrial Neoplasms,hsa-mir-34c,183,474,1
Endometriosis,hsa-mir-34c,38,474,1
Esophageal Neoplasms,hsa-mir-34c,186,474,1
Focal Segmental Glomerulosclerosis,hsa-mir-34c,189,474,1
Gastric Neoplasms,hsa-mir-34c,42,474,1
Gastrointestinal Neoplasms,hsa-mir-34c,193,474,1
Glioblastoma,hsa-mir-34c,43,474,1
Heart Failure,hsa-mir-34c,47,474,1
Hepatitis B Virus Infection,hsa-mir-34c,201,474,1
Hepatoblastoma,hsa-mir-34c,202,474,1
Human Immunodeficiency Virus Infection,hsa-mir-34c,50,474,1
Infertility,hsa-mir-34c,571,474,1
Inflammation,hsa-mir-34c,211,474,1
Inflammatory Bowel Diseases,hsa-mir-34c,466,474,1
Intracranial Aneurysm,hsa-mir-34c,390,474,1
Laryngeal Neoplasms,hsa-mir-34c,456,474,1
Leukemia,hsa-mir-34c,55,474,1
"Leukemia, Lymphoblastic, Acute, Childhood",hsa-mir-34c,58,474,1
"Leukemia, Lymphocytic, Chronic, B-Cell",hsa-mir-34c,59,474,1
"Leukemia, Myeloid",hsa-mir-34c,313,474,1
"Leukemia, Myeloid, Acute",hsa-mir-34c,60,474,1
"Leukemia, Promyelocytic, Acute",hsa-mir-34c,64,474,1
Liver Neoplasms,hsa-mir-34c,229,474,1
Lung Neoplasms,hsa-mir-34c,69,474,1
Major Depressive Disorder,hsa-mir-34c,239,474,1
Medulloblastoma,hsa-mir-34c,314,474,1
Melanoma,hsa-mir-34c,76,474,1
Mesothelioma,hsa-mir-34c,77,474,1
Myocardial Infarction,hsa-mir-34c,83,474,1
Myotonic Muscular Dystrophy,hsa-mir-34c,348,474,1
Nasopharyngeal Neoplasms,hsa-mir-34c,84,474,1
Neoplasms,hsa-mir-34c,85,474,1
"Neuralgia, Postherpetic",hsa-mir-34c,254,474,1
Osteoporosis,hsa-mir-34c,258,474,1
Osteosarcoma,hsa-mir-34c,259,474,1
Ovarian Neoplasms,hsa-mir-34c,88,474,1
Pancreatic Neoplasms,hsa-mir-34c,89,474,1
Parkinson Disease,hsa-mir-34c,90,474,1
Pleural Mesothelioma,hsa-mir-34c,343,474,1
Polycystic Ovarian Syndrome,hsa-mir-34c,94,474,1
Prostate Neoplasms,hsa-mir-34c,99,474,1
Respiratory Syncytial Virus Pneumonia,hsa-mir-34c,624,474,1
Retinoblastoma,hsa-mir-34c,101,474,1
Rhabdomyosarcoma,hsa-mir-34c,322,474,1
Sarcoma,hsa-mir-34c,365,474,1
Sarcomatoid Mesothelioma,hsa-mir-34c,366,474,1
Sertoli Cell-Only Syndrome,hsa-mir-34c,811,474,1
Soft Tissue Sarcoma,hsa-mir-34c,368,474,1
Spinal Cord Injuries,hsa-mir-34c,106,474,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-34c,109,474,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-34c,273,474,1
"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",hsa-mir-34c,274,474,1
Urinary Bladder Cancer,hsa-mir-34c,114,474,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-367,122,504,1
Breast Neoplasms,hsa-mir-367,15,504,1
"Carcinoma, Hepatocellular",hsa-mir-367,18,504,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-367,20,504,1
"Carcinoma, Renal Cell",hsa-mir-367,21,504,1
"Cardiomyopathy, Hypertrophic",hsa-mir-367,22,504,1
Cardiovascular Diseases,hsa-mir-367,23,504,1
Colorectal Carcinoma,hsa-mir-367,30,504,1
Ependymoma,hsa-mir-367,335,504,1
Gastric Neoplasms,hsa-mir-367,42,504,1
Germ Cell Tumor,hsa-mir-367,194,504,1
Glioblastoma,hsa-mir-367,43,504,1
Glioma,hsa-mir-367,44,504,1
Heart Failure,hsa-mir-367,47,504,1
Kidney Neoplasms,hsa-mir-367,222,504,1
Medulloblastoma,hsa-mir-367,314,504,1
Melanoma,hsa-mir-367,76,504,1
"Muscular Dystrophy, Facioscapulohumeral",hsa-mir-367,591,504,1
Neoplasms,hsa-mir-367,85,504,1
Nervous System Diseases,hsa-mir-367,362,504,1
Neurodegenerative Diseases,hsa-mir-367,86,504,1
Ovarian Neoplasms,hsa-mir-367,88,504,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-367,109,504,1
Testicular Germ Cell Tumor,hsa-mir-367,370,504,1
Urinary Bladder Cancer,hsa-mir-367,114,504,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-506,122,723,1
Breast Neoplasms,hsa-mir-506,15,723,1
"Carcinoma, Cervical",hsa-mir-506,141,723,1
"Carcinoma, Colon",hsa-mir-506,142,723,1
"Carcinoma, Esophageal",hsa-mir-506,17,723,1
"Carcinoma, Hepatocellular",hsa-mir-506,18,723,1
"Carcinoma, Nasopharyngeal",hsa-mir-506,148,723,1
"Carcinoma, Ovarian",hsa-mir-506,150,723,1
"Carcinoma, Pancreatic",hsa-mir-506,152,723,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-mir-506,155,723,1
Cardiovascular Diseases,hsa-mir-506,23,723,1
Colon Neoplasms,hsa-mir-506,29,723,1
Colorectal Carcinoma,hsa-mir-506,30,723,1
Gastric Neoplasms,hsa-mir-506,42,723,1
Glioblastoma,hsa-mir-506,43,723,1
Glioma,hsa-mir-506,44,723,1
Liver Cirrhosis,hsa-mir-506,226,723,1
Liver Neoplasms,hsa-mir-506,229,723,1
Lung Neoplasms,hsa-mir-506,69,723,1
Melanoma,hsa-mir-506,76,723,1
Ovarian Neoplasms,hsa-mir-506,88,723,1
Pancreatic Neoplasms,hsa-mir-506,89,723,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-545,122,810,1
Alzheimer Disease,hsa-mir-545,5,810,1
Coronary Artery Disease,hsa-mir-545,31,810,1
"Hand, Foot And Mouth Disease",hsa-mir-545,559,810,1
Lung Neoplasms,hsa-mir-545,69,810,1
Neoplasms,hsa-mir-545,85,810,1
Ovarian Neoplasms,hsa-mir-545,88,810,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-615,122,903,1
Allergic Asthma,hsa-mir-615,125,903,1
"Carcinoma, Hepatocellular",hsa-mir-615,18,903,1
Colon Neoplasms,hsa-mir-615,29,903,1
"Leukemia, Myeloid, Chronic",hsa-mir-615,62,903,1
Lupus Vulgaris,hsa-mir-615,70,903,1
Pleural Mesothelioma,hsa-mir-615,343,903,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-940,122,1041,1
Breast Neoplasms,hsa-mir-940,15,1041,1
"Carcinoma, Breast, Triple Negative",hsa-mir-940,140,1041,1
"Carcinoma, Hepatocellular",hsa-mir-940,18,1041,1
"Carcinoma, Nasopharyngeal",hsa-mir-940,148,1041,1
"Carcinoma, Ovarian",hsa-mir-940,150,1041,1
"Carcinoma, Pancreatic",hsa-mir-940,152,1041,1
Cardiovascular Diseases,hsa-mir-940,23,1041,1
Gastric Neoplasms,hsa-mir-940,42,1041,1
Inherited Hemoglobin Disease,hsa-mir-940,213,1041,1
Neoplasms,hsa-mir-940,85,1041,1
Ovarian Neoplasms,hsa-mir-940,88,1041,1
Prostate Neoplasms,hsa-mir-940,99,1041,1
"Squamous Cell Carcinoma, Tongue",hsa-mir-940,429,1041,1
Tetralogy Of Fallot,hsa-mir-940,641,1041,1
"Adenocarcinoma, Prostate",hsa-mir-154,475,226,1
Balkan Nephropathy,hsa-mir-154,782,226,1
"Carcinoma, Hepatocellular",hsa-mir-154,18,226,1
"Cardiomyopathy, Ischemic",hsa-mir-154,449,226,1
Colorectal Carcinoma,hsa-mir-154,30,226,1
Coronary Artery Disease,hsa-mir-154,31,226,1
Glioblastoma,hsa-mir-154,43,226,1
Glioma,hsa-mir-154,44,226,1
Graves Disease,hsa-mir-154,46,226,1
"Leukemia, Myeloid, Acute",hsa-mir-154,60,226,1
Lung Fibrosis,hsa-mir-154,68,226,1
Lung Neoplasms,hsa-mir-154,69,226,1
Muscle Atrophy,hsa-mir-154,244,226,1
Prostate Neoplasms,hsa-mir-154,99,226,1
Salivary Gland Neoplasms,hsa-mir-154,629,226,1
"Squamous Cell Carcinoma, Skin or Unspecific",hsa-mir-154,637,226,1
Thyroid Neoplasms,hsa-mir-154,113,226,1
Adenovirus Infection,hsa-mir-101-2,444,18,1
Breast Neoplasms,hsa-mir-101-2,15,18,1
"Carcinoma, Hepatocellular",hsa-mir-101-2,18,18,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-101-2,20,18,1
"Carcinoma, Renal Cell",hsa-mir-101-2,21,18,1
Colon Neoplasms,hsa-mir-101-2,29,18,1
Endomyocardial Fibrosis,hsa-mir-101-2,184,18,1
Esophageal Neoplasms,hsa-mir-101-2,186,18,1
Gastric Neoplasms,hsa-mir-101-2,42,18,1
Glioblastoma,hsa-mir-101-2,43,18,1
Head And Neck Neoplasms,hsa-mir-101-2,198,18,1
Hepatitis B Virus Infection,hsa-mir-101-2,201,18,1
Human Immunodeficiency Virus Infection,hsa-mir-101-2,50,18,1
"Leukemia, Lymphoblastic, Acute",hsa-mir-101-2,57,18,1
Lung Neoplasms,hsa-mir-101-2,69,18,1
Lymphoma,hsa-mir-101-2,71,18,1
"Lymphoma, Large-Cell, Anaplastic",hsa-mir-101-2,74,18,1
"Lymphoma, T-Cell",hsa-mir-101-2,236,18,1
Nasopharyngeal Neoplasms,hsa-mir-101-2,84,18,1
Neoplasms,hsa-mir-101-2,85,18,1
Ovarian Neoplasms,hsa-mir-101-2,88,18,1
Pancreatic Neoplasms,hsa-mir-101-2,89,18,1
Pheochromocytoma,hsa-mir-101-2,615,18,1
Prostate Neoplasms,hsa-mir-101-2,99,18,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-101-2,273,18,1
"Squamous Cell Carcinoma, Lung",hsa-mir-101-2,275,18,1
Systemic Lupus Erythematosus,hsa-mir-101-2,112,18,1
Urinary Bladder Cancer,hsa-mir-101-2,114,18,1
Adenovirus Infection,hsa-mir-103,444,19,1
Alzheimer Disease,hsa-mir-103,5,19,1
Atherosclerosis,hsa-mir-103,11,19,1
Bladder Neoplasms,hsa-mir-103,14,19,1
Breast Neoplasms,hsa-mir-103,15,19,1
"Carcinoma, Endometrial",hsa-mir-103,352,19,1
"Carcinoma, Gastric",hsa-mir-103,144,19,1
"Carcinoma, Hepatocellular",hsa-mir-103,18,19,1
"Carcinoma, Nasopharyngeal",hsa-mir-103,148,19,1
Colorectal Carcinoma,hsa-mir-103,30,19,1
Diabetes Mellitus,hsa-mir-103,34,19,1
"Diabetes Mellitus, Type 2",hsa-mir-103,36,19,1
Early-Stage Gastric Carcinoma,hsa-mir-103,180,19,1
Gastric Neoplasms,hsa-mir-103,42,19,1
Gastrointestinal Neoplasms,hsa-mir-103,193,19,1
Glioblastoma,hsa-mir-103,43,19,1
Heart Failure,hsa-mir-103,47,19,1
